id,"datetime",lat,lon,"train_number","next_station","delay","vehicle_type","vehicle_type_abbr","destination"
184732,"1537537714000",52.1260121667,5.1890805,"11760","Utrecht Centraal","PT0S","Intercity","IC","Den Haag Centraal"
184733,"1537537717000",52.1633266667,5.50024,"1562","Amersfoort","PT5M","Intercity","IC","Amsterdam Centraal"
184734,"1537537713000",52.080115592,4.3253595157012,"6354","Voorschoten","PT0S","Sprinter","SPR","Haarlem"
184735,"1537537712000",52.2578925,5.16596766667,"1563","Hilversum","PT10M","Intercity","IC","Deventer"
184736,"1537537711000",51.30433,5.63029333333,"3959","Weert","PT0S","Intercity","IC","Heerlen"
184738,"1537537713000",52.2092713333,5.96785633333,"1661","Deventer","PT0S","Intercity","IC","Enschede"
184739,"1537537715000",51.6821956667,5.2909235,"3662","'s-Hertogenbosch","PT0S","Intercity","IC","Zwolle"
184740,"1537537711000",52.3168605,5.09915516667,"2471","Duivendrecht","PT0S","Intercity","IC","Dordrecht"
184741,"1537537714000",52.043757043531,4.3139936739526,"5067","Rotterdam Centraal","PT0S","Sprinter","SPR","Dordrecht"
184742,"1537537716000",51.871058639186,5.3857281655151,"6061","Tiel Passewaaij","PT0S","Sprinter","SPR","Tiel"
184743,"1537537715000",51.843393778958,4.5739086932723,"5160","Rotterdam Blaak","PT0S","Sprinter","SPR","Den Haag Centraal"
184746,"1537537712000",52.063913394338,5.3714086504369,"7461","Veenendaal Centrum","PT0S","Sprinter","SPR","Rhenen"
184747,"1537537716000",52.2612193333,6.15167016667,"3656","Wijhe","PT0S","Intercity","IC","Zwolle"
184748,"1537537708000",51.881860395508,5.2715814270001,"6963","Zaltbommel","PT0S","Sprinter","SPR","'s-Hertogenbosch"
184749,"1537537711000",52.067528,5.14998,"3160","Utrecht Centraal","PT0S","Intercity","IC","Schiphol Airport"
184750,"1537537708000",52.293015145373,4.6993588868246,"4365","Amsterdam Zuid","PT0S","Sprinter","SPR","Almere Oostvaarders"
184751,"1537537718000",52.0894236667,5.1106645,"658","Utrecht Centraal","PT0S","Intercity","IC","Rotterdam Centraal"
184752,"1537537712000",52.0885568333,5.11018516667,"3563","Deurne","PT0S","Intercity","IC","Venlo"
184753,"1537537709000",52.111479113742,4.4123423773563,"4669","Leiden Centraal","PT0S","Sprinter","SPR","Amsterdam Centraal"
184754,"1537537711000",52.109633,5.07795766667,"3063","Utrecht Centraal","PT0S","Intercity","IC","Nijmegen"
184755,"1537537708000",52.2132011667,5.235561,"1660","Hilversum","PT0S","Intercity","IC","Schiphol Airport"
184756,"1537537713000",51.5950166667,4.779705,"3664","Tilburg","PT0S","Intercity","IC","Zwolle"
184757,"1537537714000",52.027658,5.67346883333,"7561","Ede-Wageningen","PT5M","Sprinter","SPR","Arnhem Centraal"
184758,"1537537709000",52.0671466667,4.64641833333,"8655","Waddinxveen Triangel","PT0S","Sprinter","SPR","Gouda"
184759,"1537537712000",51.9745778333,4.62727616667,"665","Gouda","PT0S","Intercity","IC","Leeuwarden"
184760,"1537537678000",52.23383694946,5.176210150188,"4961","Utrecht Overvecht","PT0S","Sprinter","SPR","Utrecht Centraal"
184762,"1537537708000",51.9344966667,4.39511333333,"2267","Den Haag HS","PT0S","Intercity","IC","Amsterdam Centraal"
184763,"1537537716000",51.9887916667,5.85683,"3162","Ede-Wageningen","PT0S","Intercity","IC","Schiphol Airport"
184764,"1537537706000",52.385477954231,4.7997955967564,"4867","Haarlem","PT0S","Sprinter","SPR","Heerhugowaard"
184765,"1537537716000",52.3749348333,5.21873316667,"2452","Almere Buiten","PT0S","Intercity","IC","Lelystad Centrum"
184766,"1537537711000",52.065172098645,5.2589081247712,"7460","Utrecht Vaartsche Rijn","PT0S","Sprinter","SPR","Uitgeest"
184767,"1537537713000",52.29455,4.70432333333,"2469","Leiden Centraal","PT0S","Intercity","IC","Dordrecht"
184769,"1537537715000",52.378221610583,4.9016878915221,"4067","Duivendrecht","PT0S","Sprinter","SPR","Rotterdam Centraal"
184770,"1537537713000",51.2487793333,5.70020066667,"6468","Heeze","PT0S","Sprinter","SPR","Tilburg Universiteit"
184771,"1537537715000",52.3792338333,4.89880616667,"2171","Amsterdam Sloterdijk","PT0S","Intercity","IC","Den Haag Centraal"
184773,"1537537711000",52.435702298804,4.6331174619112,"4854","Haarlem","PT0S","Sprinter","SPR","Amsterdam Centraal"
184775,"1537537715000",52.4056083333,4.803205,"3056","Zaandam","PT0S","Intercity","IC","Den Helder"
184776,"1537537715000",51.890740993869,4.5221040627009,"5065","Zwijndrecht","PT0S","Sprinter","SPR","Dordrecht"
184777,"1537537712000",51.9258966667,4.47061833333,"2867","Rotterdam Alexander","PT0S","Intercity","IC","Utrecht Centraal"
184780,"1537537417000",52.297595,4.73323833333,"3565","Amsterdam Bijlmer ArenA","PT0S","Intercity","IC","Venlo"
184781,"1537537710000",52.171097327149,4.9905300811746,"4065","Woerden","PT0S","Sprinter","SPR","Rotterdam Centraal"
184785,"1537537710000",51.946818019534,5.2268593770624,"6960","Utrecht Lunetten","PT0S","Sprinter","SPR","Den Haag Centraal"
184786,"1537537718000",52.3827433333,4.88992,"3065","Amsterdam Amstel","PT0S","Intercity","IC","Nijmegen"
184787,"1537537715000",51.5608236667,5.08301383333,"6661","Gilze-Rijen","PT0S","Sprinter","SPR","Dordrecht"
184788,"1537537712000",50.8910293333,5.974699,"3968","Heerlen","PT0S","Intercity","IC","Eindhoven"
184789,"1537537715000",52.0815468333,4.7456985,"8865","Woerden","PT5M","Intercity","IC","Utrecht Centraal"
184790,"1537537710000",52.0997928333,5.0543315,"2058","Gouda","PT0S","Intercity","IC","Den Haag Centraal"
184792,"1537537710000",51.1931026667,5.99437383333,"3966","Roermond","PT0S","Intercity","IC","Eindhoven"
184793,"1537537712000",51.6621233333,4.651735,"2252","Roosendaal","PT0S","Intercity","IC","Vlissingen"
184794,"1537537713000",52.2633466667,4.990475,"865","Utrecht Centraal","PT0S","Intercity","IC","Maastricht"
184795,"1537537710000",51.5925995,4.753155,"6662","Gilze-Rijen","PT0S","Sprinter","SPR","Arnhem Centraal"
184796,"1537537712000",52.85295,6.037635,"657","Heerenveen","PT0S","Intercity","IC","Leeuwarden"
184797,"1537537713000",52.0276983333,4.64907666667,"8756","Boskoop","PT0S","Sprinter","SPR","Alphen a/d Rijn"
184798,"1537537683000",51.9097516667,4.50468833333,"2458","Schiedam Centrum","PT0S","Intercity","IC","Lelystad Centrum"
184799,"1537537717000",52.3355961667,4.8924335,"1863","Almere Centrum","PT10M","Intercity","IC","Leeuwarden"
184800,"1537537717000",52.111022077701,5.1292803289437,"5558","Utrecht Overvecht","PT0S","Sprinter","SPR","Utrecht Centraal"
184802,"1537537716000",51.0155868333,5.8589915,"2966","Roermond","PT0S","Intercity","IC","Amsterdam Centraal"
184803,"1537537708000",52.391731692035,4.8384086723287,"4656","Schiphol Airport","PT5M","Sprinter","SPR","Den Haag Centraal"
184804,"1537537715000",52.7905916667,6.11996,"1864","Meppel","PT0S","Intercity","IC","Den Haag Centraal"
184805,"1537537712000",52.015148452561,4.7419872172686,"7856","Gouda","PT0S","Sprinter","SPR","Den Haag Centraal"
184806,"1537537715000",52.5052485,6.090514,"762","Lelystad Centrum","PT0S","Intercity","IC","Den Haag Centraal"
184808,"1537537711000",51.4430526667,5.479716,"5266","Best","PT0S","Sprinter","SPR","Tilburg Universiteit"
184809,"1537537718000",51.557472,5.34580983333,"9662","Vught","PT0S","Sprinter","SPR","'s-Hertogenbosch"
184810,"1537537714000",51.4430916667,5.48192333333,"3559","Helmond","PT0S","Intercity","IC","Venlo"
184811,"1537537716000",51.5105933333,5.38841833333,"861","Eindhoven","PT0S","Intercity","IC","Maastricht"
184812,"1537537718000",52.379178,4.89987533333,"3958","Amsterdam Sloterdijk","PT0S","Intercity","IC","Enkhuizen"
184813,"1537537709000",52.388329471063,4.6274163880494,"5471","Overveen","PT0S","Sprinter","SPR","Zandvoort aan Zee"
184814,"1537537712000",51.9223201667,5.85464716667,"7662","Nijmegen","PT0S","Sprinter","SPR","Wijchen"
184815,"1537537715000",52.8810365,6.53075833333,"757","Assen","PT0S","Intercity","IC","Groningen"
184816,"1537537712000",51.499045,3.84098333333,"2248","Middelburg","PT0S","Intercity","IC","Vlissingen"
184818,"1537537716000",52.8410183333,4.80432333333,"3069","Heerhugowaard","PT0S","Intercity","IC","Nijmegen"
184819,"1537537714000",52.085370013558,4.8949034987999,"6165","Utrecht Terwijde","PT0S","Sprinter","SPR","Tiel"
184820,"1537537717000",52.37267,4.93147,"3965","Eindhoven","PT0S","Intercity","IC","Heerlen"
184822,"1537537710000",52.145540560741,5.159440273183,"5760","Hilversum Media Park","PT0S","Sprinter","SPR","Hoofddorp"
184823,"1537537716000",52.47379,5.44833166667,"1860","Almere Centrum","PT0S","Intercity","IC","Den Haag Centraal"
184824,"1537537709000",52.9037283333,5.977685,"9066","Steenwijk","PT5M","Sprinter","SPR","Meppel"
184825,"1537537710000",52.069136157104,4.3213195358672,"5056","Den Haag HS","PT0S","Sprinter","SPR","Den Haag Centraal"
184826,"1537537710000",51.9852575,5.90023583333,"7562","Wolfheze","PT0S","Sprinter","SPR","Ede-Wageningen"
184827,"1537537716000",53.1886296667,5.77200483333,"666","Heerenveen","PT0S","Intercity","IC","Rotterdam Centraal"
184828,"1537537716000",52.063145621244,5.194342860917,"7363","Maarn","PT0S","Sprinter","SPR","Rhenen"
184829,"1537537714000",51.4398203333,5.52401866667,"3964","Eindhoven","PT0S","Intercity","IC","Amsterdam Centraal"
184832,"1537537714000",51.926275294785,4.4002274207827,"5167","Rotterdam Zuid","PT0S","Sprinter","SPR","Dordrecht"
184833,"1537537713000",52.0177173333,4.70508633333,"1758","Gouda","PT0S","Intercity","IC","Den Haag Centraal"
184834,"1537537711000",52.017166587041,4.7071530872193,"4060","Woerden","PT0S","Sprinter","SPR","Uitgeest"
184836,"1537537717000",52.1463443333,5.0152735,"3560","Amsterdam Bijlmer ArenA","PT0S","Intercity","IC","Schiphol Airport"
184837,"1537537713000",52.272734745158,4.9826536974816,"4058","Amsterdam Amstel","PT0S","Sprinter","SPR","Uitgeest"
184839,"1537537716000",52.345182915519,4.9179988575996,"7465","Abcoude","PT0S","Sprinter","SPR","Veenendaal Centrum"
184840,"1537537679000",52.1708811667,4.99084716667,"3058","Amsterdam Amstel","PT0S","Intercity","IC","Den Helder"
184842,"1537537717000",52.388403396293,4.6353939788506,"4863","Obdam","PT0S","Sprinter","SPR","Hoorn"
184843,"1537537709000",52.1659691667,4.48174866667,"2265","Leiden Centraal","PT0S","Intercity","IC","Amsterdam Centraal"
184844,"1537537715000",52.0449816667,5.57837833333,"3061","Arnhem Centraal","PT5M","Intercity","IC","Nijmegen"
184845,"1537537710000",52.352638700274,4.9489517829289,"15863","Weesp","PT0S","Sprinter","SPR","Amersfoort Vathorst"
184846,"1537537710000",52.275971985679,5.1590176962274,"4960","Almere Poort","PT0S","Sprinter","SPR","Almere Centrum"
184847,"1537537715000",52.0689366667,4.3219,"302456","Leiden Centraal","PT0S","Intercity","IC","Lelystad Centrum"
184848,"1537537710000",52.359413241105,4.8340285903462,"5865","Amsterdam Sloterdijk","PT0S","Sprinter","SPR","Amsterdam Centraal"
184849,"1537537712000",52.0896358333,5.1096685,"563","Amersfoort","PT0S","Intercity","IC","Groningen"
184851,"1537537713000",52.1649345,4.4810265,"8867","Leiden Lammenschans","PT0S","Intercity","IC","Utrecht Centraal"
184852,"1537537714000",52.078779040941,4.3425524970301,"4652","Den Haag Laan v NOI","PT0S","Sprinter","SPR","Den Haag Centraal"
184853,"1537537718000",52.0414148333,5.16305066667,"3963","Roermond","PT0S","Intercity","IC","Heerlen"
184855,"1537537714000",51.9849183333,5.89952333333,"3161","Arnhem Centraal","PT0S","Intercity","IC","Nijmegen"
184856,"1537537718000",51.4753181667,5.661222,"9659","Helmond Brouwhuis","PT0S","Sprinter","SPR","Deurne"
184857,"1537537711000",52.5048536667,6.09140466667,"662","Gouda","PT0S","Intercity","IC","Rotterdam Centraal"
184858,"1537537716000",51.7138191667,5.36518316667,"6764","Oss West","PT0S","Sprinter","SPR","Oss"
184859,"1537537712000",52.388768,4.834326,"2263","Amsterdam Sloterdijk","PT0S","Intercity","IC","Amsterdam Centraal"
184860,"1537537715000",52.63788,4.74027333333,"3054","Schagen","PT0S","Intercity","IC","Den Helder"
184861,"1537537719000",51.4678681667,5.63060283333,"9664","Eindhoven","PT0S","Sprinter","SPR","'s-Hertogenbosch"
184862,"1537537717000",52.254065617322,4.6385615268132,"4667","Schiphol Airport","PT0S","Sprinter","SPR","Amsterdam Centraal"
184864,"1537537712000",51.986300556257,5.8871607984372,"7661","Arnhem Presikhaaf","PT0S","Sprinter","SPR","Zutphen"
184867,"1537537713000",51.4429651667,5.468135,"3564","Amsterdam Zuid","PT0S","Intercity","IC","Schiphol Airport"
184868,"1537537712000",52.0902933333,5.10961166667,"3960","Hoogkarspel","PT0S","Intercity","IC","Enkhuizen"
184869,"1537537709000",52.3502346667,6.56718,"1759","Almelo","PT0S","Intercity","IC","Enschede"
184870,"1537537717000",53.085925,6.62750833333,"8155","Groningen Europapark","PT0S","Sprinter","SPR","Groningen"
184871,"1537537717000",51.8501216667,5.25709833333,"863","'s-Hertogenbosch","PT0S","Intercity","IC","Maastricht"
184872,"1537537712000",52.091150399579,5.1073637333731,"4962","Utrecht Centraal","PT0S","Sprinter","SPR","Almere Centrum"
184873,"1537537710000",52.2387948333,5.52721883333,"560","Amersfoort","PT0S","Intercity","IC","Rotterdam Centraal"
184874,"1537537716000",52.6076766667,4.70803,"3067","Amsterdam Sloterdijk","PT0S","Intercity","IC","Nijmegen"
184876,"1537537714000",52.413008621905,5.325567606024,"14660","Almere Parkwijk","PT0S","Sprinter","SPR","Amsterdam Centraal"
184877,"1537537712000",52.382349322828,4.6565543007277,"5454","Amsterdam Sloterdijk","PT0S","Sprinter","SPR","Amsterdam Centraal"
184878,"1537537708000",51.950238842668,4.5406297030271,"7767","Nieuwerkerk a/d IJssel","PT0S","Sprinter","SPR","Gouda Goverwelle"
184879,"1537537713000",52.4404433333,4.81254,"867","Amsterdam Centraal","PT0S","Intercity","IC","Maastricht"
184880,"1537537717000",52.146708853876,4.4927707111434,"8956","Leiden Lammenschans","PT0S","Sprinter","SPR","Leiden Centraal"
184881,"1537537709000",52.645451215363,5.0476236269103,"4858","Halfweg-Zwanenburg","PT0S","Sprinter","SPR","Amsterdam Centraal"
184882,"1537537715000",51.6904105,5.2938565,"3962","Utrecht Centraal","PT0S","Intercity","IC","Enkhuizen"
184883,"1537537717000",51.4259396667,4.2018165,"12250","Goes","PT0S","Intercity","IC","Vlissingen"
184884,"1537537710000",53.1748666667,6.61834833333,"6251","Groningen Europapark","PT0S","Sprinter","SPR","Groningen"
184885,"1537537715000",52.0463583333,5.57109166667,"3060","Heiloo","PT0S","Intercity","IC","Den Helder"
184886,"1537537701000",52.000133592327,4.3598209878611,"5158","Den Haag HS","PT0S","Sprinter","SPR","Den Haag Centraal"
184888,"1537537718000",52.225860670164,5.1821190669231,"15861","Baarn","PT10M","Sprinter","SPR","Amersfoort Vathorst"
184889,"1537537716000",52.0819093333,4.74434166667,"8858","Leiden Lammenschans","PT5M","Intercity","IC","Leiden Centraal"
184890,"1537537718000",51.7512311667,5.48054483333,"4463","'s-Hertogenbosch Oost","PT0S","Sprinter","SPR","Dordrecht"
184891,"1537537715000",52.287229482807,5.1517590116125,"5763","Hilversum","PT0S","Sprinter","SPR","Utrecht Centraal"
184892,"1537537709000",52.046529891327,4.4919303381244,"6856","Voorburg","PT0S","Sprinter","SPR","Den Haag Centraal"
184893,"1537537568000",52.384614182075,4.8861492550655,"4056","Koog aan de Zaan","PT0S","Sprinter","SPR","Uitgeest"
184895,"1537537710000",52.49371,4.768335,"856","Alkmaar Noord","PT0S","Intercity","IC","Den Helder"
184896,"1537537717000",51.5892508333,5.3087745,"5259","Best","PT0S","Sprinter","SPR","Weert"
184897,"1537537714000",52.9470485,6.55464616667,"8166","Beilen","PT0S","Sprinter","SPR","Zwolle"
184899,"1537537424000",52.494692446943,4.9303172419998,"3356","Hoorn","PT0S","Sprinter","SPR","Hoorn Kersenboogerd"
184901,"1537537713000",51.575441,5.16473,"5264","Tilburg","PT0S","Sprinter","SPR","Tilburg Universiteit"
184902,"1537537716000",52.3878316667,4.641075,"2258","Dordrecht","PT0S","Intercity","IC","Vlissingen"
184903,"1537537709000",52.536474548747,5.8997515129083,"14662","Dronten","PT0S","Sprinter","SPR","Amsterdam Centraal"
184904,"1537537714000",52.322576,4.92331283333,"1665","Duivendrecht","PT0S","Intercity","IC","Enschede"
184905,"1537537715000",52.176709729704,4.4948665020198,"4654","Leiden Centraal","PT0S","Sprinter","SPR","Den Haag Centraal"
184906,"1537537713000",51.7497718333,5.27313833333,"3561","'s-Hertogenbosch","PT0S","Intercity","IC","Venlo"
184907,"1537537710000",52.204530780737,4.9994071493088,"7458","Amsterdam Bijlmer ArenA","PT0S","Sprinter","SPR","Uitgeest"
184909,"1537537715000",52.5426448333,4.99924316667,"3967","Amsterdam Sloterdijk","PT0S","Intercity","IC","Heerlen"
184910,"1537537708000",51.96515435764,4.6165952652752,"4063","Rotterdam Noord","PT0S","Sprinter","SPR","Rotterdam Centraal"
184911,"1537537708000",52.23383704796,5.176265336615,"15860","Weesp","PT0S","Sprinter","SPR","Amsterdam Centraal"
184912,"1537537714000",52.0799783333,4.32616166667,"2156","Leiden Centraal","PT0S","Intercity","IC","Amsterdam Centraal"
184913,"1537537712000",51.4809746667,3.95527516667,"2273","Rilland-Bath","PT0S","Intercity","IC","Amsterdam Centraal"
184914,"1537537712000",52.208041489023,5.2814683775011,"5560","Soest Zuid","PT0S","Sprinter","SPR","Utrecht Centraal"
184915,"1537537716000",52.139391021322,5.2392591168169,"5563","Soest","PT0S","Sprinter","SPR","Baarn"
184916,"1537537713000",51.4449108333,3.59550533333,"2275","Middelburg","PT0S","Intercity","IC","Amsterdam Centraal"
184917,"1537537460000",52.297081284809,4.7299170604895,"3358","Amsterdam Sloterdijk","PT0S","Sprinter","SPR","Hoorn Kersenboogerd"
184918,"1537537716000",51.59059,4.71136833333,"3659","Etten-Leur","PT0S","Intercity","IC","Roosendaal"
184919,"1537537717000",52.5042023333,6.09278133333,"1859","Zwolle","PT0S","Intercity","IC","Leeuwarden"
184920,"1537537716000",52.01289,6.041605,"3658","Zutphen","PT0S","Intercity","IC","Zwolle"
184921,"1537537714000",51.7531683333,4.64341333333,"2269","Haarlem","PT0S","Intercity","IC","Amsterdam Centraal"
184922,"1537537711000",52.9039018333,4.7826,"3052","Den Helder Zuid","PT0S","Intercity","IC","Den Helder"
184923,"1537537719000",51.8335133333,5.84178183333,"4465","Wijchen","PT0S","Sprinter","SPR","Dordrecht"
184924,"1537537710000",52.046120754666,5.1599187611278,"6063","Culemborg","PT0S","Sprinter","SPR","Tiel"
184925,"1537537711000",52.479902719613,4.6600078803491,"4865","Castricum","PT0S","Sprinter","SPR","Hoorn"
184928,"1537537710000",52.464275196035,4.8744376633948,"3367","Amsterdam Sloterdijk","PT0S","Sprinter","SPR","Leiden Centraal"
184929,"1537537709000",52.014883805461,4.7441338634227,"7867","Woerden","PT0S","Sprinter","SPR","'s-Hertogenbosch"
184930,"1537537710000",51.6337333333,5.22604666667,"3661","Tilburg","PT0S","Intercity","IC","Roosendaal"
184933,"1537537592000",52.2966491667,4.72561833333,"2454","Duivendrecht","PT0S","Intercity","IC","Lelystad Centrum"
184934,"1537537718000",51.9251956667,4.46960616667,"2254","Kapelle-Biezelinge","PT0S","Intercity","IC","Vlissingen"
184935,"1537537709000",52.16799,4.48477433333,"765","Schiphol Airport","PT0S","Intercity","IC","Groningen"
184936,"1537537711000",52.520974624205,4.7039007298866,"4069","Zaandijk Zaanse Schans","PT0S","Sprinter","SPR","Rotterdam Centraal"
184937,"1537537710000",52.054376397664,4.3953591483336,"7869","Zoetermeer Oost","PT0S","Sprinter","SPR","'s-Hertogenbosch"
184938,"1537537718000",52.0164766667,4.34854333333,"2467","Rotterdam Centraal","PT0S","Intercity","IC","Dordrecht"
184940,"1537537710000",51.883270708805,5.2713568943426,"6062","Culemborg","PT0S","Sprinter","SPR","Woerden"
184942,"1537537709000",51.6896873333,5.29310966667,"3961","'s-Hertogenbosch","PT5M","Intercity","IC","Heerlen"
184943,"1537537710000",51.812280283835,5.7344755657285,"7663","Nijmegen","PT0S","Sprinter","SPR","Zutphen"
184946,"1537537709000",51.2429233333,5.78717,"859","Roermond","PT0S","Intercity","IC","Maastricht"
184948,"1537537708000",52.277269,6.38240716667,"1664","Duivendrecht","PT0S","Intercity","IC","Schiphol Airport"
184950,"1537537709000",51.692177764412,5.2942649729997,"6962","Zaltbommel","PT0S","Sprinter","SPR","Den Haag Centraal"
184951,"1537537712000",52.017583151622,4.7027090209034,"6865","Gouda","PT0S","Sprinter","SPR","Gouda Goverwelle"
184952,"1537537717000",52.0038916667,5.18631,"860","Alkmaar Noord","PT0S","Intercity","IC","Den Helder"
184953,"1537537715000",52.6916693333,6.197722,"9059","Steenwijk","PT0S","Sprinter","SPR","Leeuwarden"
184954,"1537537711000",52.2271916667,6.85511516667,"1766","Amersfoort","PT0S","Intercity","IC","Den Haag Centraal"
184955,"1537537708000",52.63113,5.01392,"3956","Hoorn Kersenboogerd","PT0S","Intercity","IC","Enkhuizen"
184956,"1537537711000",52.663415,4.80812866667,"869","Alkmaar","PT0S","Intercity","IC","Maastricht"
184957,"1537537711000",52.1283991667,4.43618483333,"2256","Den Haag HS","PT0S","Intercity","IC","Vlissingen"
184958,"1537537714000",52.310946050241,5.0464909399699,"14658","Amsterdam Muiderpoort","PT0S","Sprinter","SPR","Amsterdam Centraal"
184960,"1537537709000",52.323883353404,4.9364466870388,"4358","Amsterdam Zuid","PT0S","Sprinter","SPR","Hoofddorp"
184961,"1537537714000",52.312591104914,5.0435796065776,"5758","Diemen Zuid","PT0S","Sprinter","SPR","Hoofddorp"
184963,"1537537710000",52.1533783333,5.36594666667,"1763","Hengelo","PT0S","Intercity","IC","Enschede"
184964,"1537537712000",52.3390233333,4.87459166667,"758","Schiphol Airport","PT0S","Intercity","IC","Den Haag Centraal"
184965,"1537537717000",51.7949283333,5.63772666667,"3663","Oss","PT0S","Intercity","IC","Roosendaal"
184966,"1537537718000",51.7950126667,5.63794983333,"3667","Dieren","PT0S","Intercity","IC","Roosendaal"
184968,"1537537718000",52.355237253962,5.7426302679089,"5662","Ermelo","PT5M","Sprinter","SPR","Utrecht Centraal"
184969,"1537537714000",53.1958378333,5.79120916667,"9068","Grou-Jirnsum","PT0S","Sprinter","SPR","Meppel"
184970,"1537537709000",52.338768783798,4.8725654262041,"5765","Diemen Zuid","PT0S","Sprinter","SPR","Hilversum"
184972,"1537537713000",52.2260166667,5.18219166667,"11663","Amersfoort","PT10M","Intercity","IC","Amersfoort Schothorst"
184973,"1537537714000",51.925168432939,4.4697484795198,"5058","Den Haag HS","PT0S","Sprinter","SPR","Den Haag Centraal"
184974,"1537537715000",51.9855983333,5.91727666667,"3665","Arnhem Centraal","PT0S","Intercity","IC","Roosendaal"
184975,"1537537709000",51.0860166667,5.87297166667,"3957","Sittard","PT0S","Intercity","IC","Heerlen"
184976,"1537537717000",52.092881683029,5.107667659067,"5663","Den Dolder","PT0S","Sprinter","SPR","Zwolle"
184977,"1537537713000",52.3254941667,4.91537066667,"3158","Amsterdam Zuid","PT0S","Intercity","IC","Schiphol Airport"
184978,"1537537338000",52.325710727405,4.7830235833872,"3365","Nieuw Vennep","PT0S","Sprinter","SPR","Leiden Centraal"
184979,"1537537711000",52.637892012473,4.7391690617646,"4856","Castricum","PT0S","Sprinter","SPR","Haarlem"
184980,"1537537718000",52.3547533333,4.91662166667,"858","Den Helder Zuid","PT0S","Intercity","IC","Den Helder"
184981,"1537537716000",52.022793854767,5.5459752182796,"7360","Maarn","PT0S","Sprinter","SPR","Breukelen"
184982,"1537537709000",52.108665585257,5.0797062460701,"7463","Bunnik","PT0S","Sprinter","SPR","Veenendaal Centrum"
184984,"1537537709000",51.861302,5.8598235,"4460","Arnhem Zuid","PT0S","Sprinter","SPR","Arnhem Centraal"
184985,"1537537689000",51.5100726667,5.38940166667,"9661","Eindhoven","PT0S","Sprinter","SPR","Deurne"
184986,"1537537709000",52.378811419229,5.2548628771805,"4361","Almere Buiten","PT0S","Sprinter","SPR","Almere Oostvaarders"
184987,"1537537710000",52.468940551912,4.8050751077993,"4767","Amsterdam Sloterdijk","PT0S","Sprinter","SPR","Utrecht Centraal"
184988,"1537537713000",52.102316507894,5.0167931961405,"7858","Woerden","PT0S","Sprinter","SPR","Den Haag Centraal"
184989,"1537537716000",51.4376083333,5.96081,"3566","Helmond","PT0S","Intercity","IC","Schiphol Airport"
184990,"1537537714000",51.250765,5.676375,"864","Eindhoven","PT0S","Intercity","IC","Alkmaar"
184991,"1537537709000",52.4193393333,5.376291,"761","Lelystad Centrum","PT10M","Intercity","IC","Groningen"
184992,"1537537709000",52.065155,5.25959833333,"3163","Driebergen-Zeist","PT0S","Intercity","IC","Nijmegen"
184993,"1537537713000",51.5811,5.32401333333,"862","'s-Hertogenbosch","PT0S","Intercity","IC","Alkmaar"
184994,"1537537712000",52.109919829291,5.1250603188289,"5761","Utrecht Overvecht","PT0S","Sprinter","SPR","Utrecht Centraal"
184995,"1537537714000",52.489337538604,4.7927659363234,"4754","Krommenie-Assendelft","PT0S","Sprinter","SPR","Uitgeest"
184996,"1537537715000",51.4263421667,6.04258666667,"3557","Blerick","PT0S","Intercity","IC","Venlo"
184998,"1537537710000",52.505575682981,5.4729986366598,"14661","Kampen Zuid","PT5M","Sprinter","SPR","Zwolle"
185000,"1537537712000",51.474035,4.29634166667,"2250","Krabbendijke","PT0S","Intercity","IC","Vlissingen"
185001,"1537537718000",52.375161782621,5.2178255858797,"4963","Almere Poort","PT0S","Sprinter","SPR","Utrecht Centraal"
185002,"1537537713000",52.016940323377,5.1795909546625,"6562","Houten Castellum","PT0S","Sprinter","SPR","Utrecht Centraal"
185003,"1537537712000",52.0556978333,4.86059516667,"11765","Utrecht Centraal","PT0S","Intercity","IC","Amersfoort Schothorst"
185004,"1537537714000",51.514555,4.39630666667,"2271","Roosendaal","PT0S","Intercity","IC","Amsterdam Centraal"
185005,"1537537608000",52.089414419977,5.1097115119775,"7358","Maarssen","PT0S","Sprinter","SPR","Breukelen"
185007,"1537537709000",52.173732510012,4.4912244172843,"6369","Den Haag Mariahoeve","PT0S","Sprinter","SPR","Den Haag Centraal"
185008,"1537537712000",52.349461791401,5.1563682088342,"14663","Almere Buiten","PT0S","Sprinter","SPR","Zwolle"
185009,"1537537712000",52.9614166667,5.91462833333,"9057","Grou-Jirnsum","PT0S","Sprinter","SPR","Leeuwarden"
185010,"1537537621000",52.325715021372,4.7827908742302,"5856","Schiphol Airport","PT5M","Sprinter","SPR","Hoofddorp"
185011,"1537537712000",51.958192061815,5.5783833666411,"7462","Veenendaal Centrum","PT0S","Sprinter","SPR","Uitgeest"
185012,"1537537716000",52.504355,6.09155333333,"3669","Wijhe","PT0S","Intercity","IC","Roosendaal"
185013,"1537537711000",52.696215,5.25478333333,"3954","Bovenkarspel Flora","PT0S","Intercity","IC","Enkhuizen"
185014,"1537537724000",52.1248175,5.184583,"11760","Utrecht Centraal","PT0S","Intercity","IC","Den Haag Centraal"
185015,"1537537727000",52.16362,5.49627333333,"1562","Amersfoort","PT5M","Intercity","IC","Amsterdam Centraal"
185016,"1537537723000",52.080120004381,4.3253404450717,"6354","Voorschoten","PT0S","Sprinter","SPR","Haarlem"
185017,"1537537722000",52.2553181667,5.16696183333,"1563","Hilversum","PT10M","Intercity","IC","Deventer"
